Folio,Rfc,Razón social,Rubro,Misión,Valores,Actividad,Activo circulante,Activo fijo,Activo diferido,Pasivo,Patrimonio,Ingreso por donativos_Monto efectivo,Ingreso por donativos_Monto especie,Donativos otorgados_Monto efectivo,Donativos otorgados_Monto especie,Integrantes del órgano de gobierno,Monto salario,Plantilla laboral,Voluntarios,Monto salarios,Ingresos relacionados_Monto,Ingresos no relacionados_Monto,Destino de donativos_Monto,Número de beneficiados,Monto nacional operación,Monto nacional admin,Monto extranjero operación,Monto extranjero admin,ref
TRANS004536/2025,UMO0712205W7,UNIDOS POR LA MONTAÑA AC,Organizaciones civiles y fideicomisos asistenciales,ATENCION A REQUERIMIENTO BASICO DE SUBSISTENCIA EN MATERIA DE ALIMENTACION,"CAPACITACION Y DESARROLLO PARA ROMPER EL CIRCULO DE LA POBREZA COMUNITARIA, SECTORES Y REGIONES DE ESCASOS RECURSOS",Asistenciales,4411931.58,1160271.26,0.0,166164.46,5406038.38,7990385.21,0.0,0.0,0.0,"PATRICIA DOLORES AZANZA LIERA,VICTORIA GALICIA MORALES,VALENTINA MARTINEZ AZANZA",635500.28,14,0,3024186.0,0.0,120000.0,4626673.15,12646.0,9684048.509999998,384255.49,0.0,0.0,data/2024/UMO0712205W7.xlsx
TRANS008484/2025,ASI990511DHA,SOCIEDAD ARTISTICA SINALOENSE AC,Organizaciones civiles y fideicomisos culturales,"PROVOCAR EMOCIONES, TRANSFORMAR CONCIENCIAS Y GENERAR COMUNIDAD A TRAVÉS DE UNA OFERTA CULTURA EXCEPCIONAL.","PASIÓN, EXCELENCIA, ORIGINALIDAD Y SERVICIO CON CALIDEZ.",Culturales,9811117.39,9348119.4,513827.75,2209735.9,17463328.64,43616575.68,25845.76,891054.0,114172.59,"ISAURO JAVIER ANCIRA GARCIA,RAMON RAMIREZ GUZMAN,MAGNOLIA DE LA GARZA MOLINA Y VEDIA,MIRIAM STEFANY GASTELUM AISPURO",0.0,77,5,8665258.28,9061728.9,455279.21,59133047.029999994,213562.0,50900528.440000005,165690.02,0.0,0.0,data/2024/ASI990511DHA.xlsx
TRANS006584/2025,FBT080215277,FUNDACION POR EL BIEN DE TEPOTZOTLAN IAP,Organizaciones civiles y fideicomisos asistenciales,"MEJORAR LA VIDA DE NIÑOS Y NIÑAS EN EDADES ESCOLARES Y PERSONAS CON DISCAPACIDAD INTELECTUAL Y SENSORIAL QUE SE ENCUENTREN EN SITUACIÓN DE POBREZA Y VULNERABILIDAD EXTREMA POR CARENCIAS EN EL ÁMBITO PERSONAL, FAMILIAR Y COMUNITARIO; SATISFACIENDO SUS REQUERIMIENTOS Y REDUCIENDO LAS DESIGUALDADES DESDE UN ENFOQUE BASADOS EN DERECHOS HUMANOS (EBDH) PROMOVIENDO MEJORES OPORTUNIDADES DE DESARROLLO CON UNA  CULTURA DE SOCIEDAD INCLUYENTE.",SOLIDARIDAD COMPROMISO ESPIRITU EMPRENDEDOR RESPETO JUSTICIA TRANSPARENCIA Y TRABAJO EN EQUIPO,Asistenciales,706289.0,117883.0,0.0,72444.0,751728.0,1224546.0,1376742.0,0.0,0.0,"LAURA PATRICIA GARCIA SANCHEZ,MARCIAL MALDONADO ADAME,MARIA DEYSY GARCIA SOLIS,ISRAEL MALDONADO RODRIGUEZ,ERIKA MALDONADO RODRIGUEZ",0.0,6,10,259689.0,0.0,0.0,1224545.0,340.0,2687421.0,0.0,0.0,0.0,data/2024/FBT080215277.xlsx
TRANS008886/2025,BAZ130423QJ6,BANCO DE ALIMENTOS DE ZAMORA AC,Organizaciones civiles y fideicomisos asistenciales,TRABAJAR DÍA A DÍA COMO UN PUENTE ENTRE LA ACUMULACIÓN Y LA CARENCIA DE ALIMENTOS FORJANDO CONCIENCIA EN EL COMPARTIR. CON LA ÚNICA FINALIDAD DE AMINORAR LAS NECESIDADES BÁSICAS DE LAS FAMILIAS MÁS NECESITADAS DE NUESTRA REGIÓN.,"COMPROMISO, COMUNICACION, RESPONSABILIDAD, EMPATIA, HONESTIDAD, ESPIRITU DE SERVICIO, SINERGIA",Asistenciales,2850230.19,57036.47,0.0,1078901.07,1828365.59,7829397.01,6741241.5200000005,0.0,0.0,"FRANCISCO SANCHEZ RUIZ,RAMIRO CARDENAS CUEVAS,GUILLERMO VALDES VEGA",0.0,12,7,1027247.46,7397323.73,22376.98,15248448.75,3408.0,14175446.069999998,1073002.68,0.0,0.0,data/2024/BAZ130423QJ6.xlsx
TRANS000164/2025,CUB2310166Q6,CREA UN BOSQUE AC,Organizaciones civiles y fideicomisos ecológicos,PROMOVER LA PARTICIPACIÓN ORGANIZADA DE LA POBLACIÓN PARA LA PREVENCIÓN Y CONTROL DE LA CONTAMINACIÓN DEL AIRE DEL AGUA Y DEL SUELO.,"",Ecológicos,0.0,0.0,0.0,0.0,0.0,13300.0,0.0,0.0,0.0,"CRISTOBAL ALFONSO MARTINEZ CASTILLO,MARIA DOLORES SANCHEZ ACOSTA",0.0,0,0,0.0,14300.0,0.0,0.0,0.0,0.0,14300.0,0.0,0.0,data/2024/CUB2310166Q6.xlsx
TRANS005673/2025,PAM160801BC9,PASITOS DE AMOR AC,Organizaciones civiles y fideicomisos asistenciales,"","",Asistenciales,52000.0,0.0,0.0,0.0,52000.0,0.0,0.0,0.0,0.0,"MARTHA LAURA LUJAN FLORES,CARLOS EDUARDO GASPAR SEDA,KARLA MICHELLE LLERENA SANDOVAL",0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/PAM160801BC9.xlsx
TRANS004842/2025,UMS161219MU9,UN MUNDO SIN HAMBRE AC,Organizaciones civiles y fideicomisos asistenciales,"","",Asistenciales,2195.0,0.0,0.0,0.0,2195.0,9582096.0,0.0,0.0,0.0,"DARINKA STEPHANIA LOZADA PARRA,ALMA NIDIA LOZADA PARRA,LUZ MARIA LOZADA PARRA,JOSE ROBERTO LOZADA PARRA,MARICELA PARRA PEDRAZA",0.0,0,0,0.0,0.0,0.0,0.0,0.0,9582096.0,0.0,0.0,0.0,data/2024/UMS161219MU9.xlsx
TRANS000838/2025,KAN1912104H9,KANARIM AC,Organizaciones civiles y fideicomisos culturales,"VISION: SER UNA INSTITUCIÓN MUSICAL QUE ATIENDE A NIÑOS DE 4 A 12 AÑOS, DESARROLLANDO SUS HABILIDADES Y SU CARÁCTER A TRAVÉS DE LA MÚSICA, LOGRANDO UN DESARROLLO INTEGRAL PARA SERVIR MEJOR A LA SOCIEDAD.","VALORES:   RESPETO, DISCIPLINA, EMPATÍA, TRABAJO EN EQUIPO, AMOR POR LAS BELLAS ARTES.",Culturales,0.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,"MARJORIE ISABEL MENDOZA SANDI,MARIA ISABEL SANDI CHINCHILLA",0.0,0,4,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/KAN1912104H9.xlsx
TRANS008488/2025,FAH231005UN6,FUNDACION AGROALIMENTARIA Y HUMANITARIA AC,Organizaciones civiles y fideicomisos asistenciales,"PRODUCCION  Y SEGURIDAD ALIMENTARIA, MEJORANDO LA CALIDAD DE VIDA DE LOS AGRICULTORES Y CONSUMIDORES,  ASI COMO LA REDUCCION DE LA POBREZA Y EL HAMBRE.","NUESTRA FUNDACION TIENE COMO VISION TENER UNA ALIMENTACION SALUDABLE, NUTRITIVA Y DE CALIDAD, ASI COMO EL CONSUMO DE AGUA LIMPIA Y DE CALIDAD",Asistenciales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"JULIO CESAR HERNANDEZ PADILLA,DELFINO ASCENCION LARA,JUAN GABRIEL SALAS GALINDO",0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/FAH231005UN6.xlsx
TRANS009498/2025,BAF060627EE2,BANCO DE ALIMENTOS DE FRESNILLO AC,Organizaciones civiles y fideicomisos asistenciales,"APOYAR DIGNAMENTE, MEDIANTE EL RESCATE Y DISTRIBUCIÓN DE ALIMENTOS A PERSONAS EN SITUACIÓN DE VULNERABILIDAD DE LA ZONA NORTE DE ZACATECAS, CONTRIBUYENDO A DISMINUIR LA INSEGURIDAD ALIMENTARIA Y MEJORAR LA CALIDAD DE VIDA DE NUESTROS BENEFICIARIOS",INTEGRIDAD EMPATÍA SOLIDARIDAD TRABAJO EN EQUIPO,Asistenciales,509041.0,586956.0,1.0,132167.0,963831.0,866647.0,7102584.0,0.0,0.0,"GERARDO SANTILLAN RUIZ ESPARZA,LUIS ALBERTO SANTILLAN RUIZ ESPARZA,MA. GUADALUPE RAMIREZ MUÑOZ,ARCELIA SALINAS ALATORRE,JAIME TORRES SOLIS",0.0,18,0,1078863.0,7969231.0,0.0,316648.73,27877.0,7000437.0,0.0,0.0,0.0,data/2024/BAF060627EE2.xlsx
TRANS004240/2025,CCU160217FJ2,CIUDAD Y CULTURA AC,Organizaciones civiles y fideicomisos culturales,"LA PROMOCIÓN, CONSERVACIÓN, RECUPERACIÓN Y DIFUSIÓN DEL PATRIMONIO CULTURAL DE LA NACION",PROMOVER EN LAS COMUNIDADES LA CULTURA Y FOMENTO A LA EMPRESA CULTURAL,Culturales,36553.0,0.0,0.0,0.0,36553.0,0.0,0.0,0.0,0.0,MONICA JACQUES CASTRO,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/CCU160217FJ2.xlsx
TRANS004366/2025,FJV111213SM1,FUNDACION JOSE VASCONCELOS IAP,Organizaciones civiles y fideicomisos asistenciales,"PROMOVER EN LOS JOVENES LA FORMACION DE UNA CONCIENCIA CAPAZ DE IDENTIDAD MADURA Y PROFUNDA, PRONTA AL SERVICIO A LOS DEMAS A TREVES DE UN TRABAJO PROFESIONAL QUE SEA PRECISO, PUNTUAL, OPERATIVO, SOCIAL Y CULTURALMENTE RESPONSABLE","AMISTAD, COMPARTIR, NOVEDAD, TRADICION, ALEGRIA",Asistenciales,96991.0,8396540.0,0.0,0.0,8493531.0,442573.0,0.0,0.0,0.0,"FRANCISCO PRIETO ECHASO,FRANCESCO RIVA,RYE SAKAKIBARA,STEFANO BARBIERI,ROGELIO GARCIA OLIVEROS",0.0,0,0,0.0,6882.0,0.0,700629.0,163.0,0.0,16257.0,0.0,0.0,data/2024/FJV111213SM1.xlsx
TRANS005866/2025,FIM030506EV2,FUNDACION IMSS AC,Organizaciones civiles y fideicomisos asistenciales,"CONTRIBUIR CON EL INSTITUTO MEXICANO DEL SEGURO SOCIAL EN EL FORTALECIMIENTO DE LA INVESTIGACIÓN CIENTÍFICA, LA GENERACIÓN DE ALIANZAS Y PROGRAMAS DE APOYO A FAVOR DE SUS DERECHO-HABIENTES","SER LA FUNDACIÓN LÍDER DE EXCELENCIA EN SALUD EN MÉXICO. CONSOLIDAR UNA ESTRUCTURA DE INVESTIGACIÓN EN EL IMSS QUE PERMITA OFRECER SOLUCIONES REALES, EFECTIVAS Y EFICIENTES, A LOS DIVERSOS PROBLEMAS DE ORGANIZACIÓN Y OFERTA DE SERVICIOS QUE ENFRENTAN DIARIAMENTE LOS PROFESIONALES DE LA INSTITUCIÓN",Asistenciales,106546390.0,585865.0,0.0,1587935.0,105544320.0,218194469.0,26883310.0,0.0,0.0,"ROMEO SERGIO RODRIGUEZ SUAREZ,ANA LIA DE FATIMA GARCIA GARCIA,OLGA SÁNCHEZ CORDERO DÁVILA,CARLOS HANK GONZÁLEZ,FERNANDO LANDEROS VERDUGO,DAVID KERSHENOBICH STALNIKOWITZ,FRYDA MEDINA RODRÍGUEZ,MA. ELENA ÁLVAREZ-BUYLLA ROCES,NADINE GASMAN ZYLBERMANN,ARTURO REYES SANDOVAL,JESÚS ANCER RODRÍGUEZ,FRANCISCO CERVANTES DÍAZ,FRANCISCO DARÍO GONZÁLEZ ALBUERNE,JESÚS VIZCARRA CALDERÓN,NINFA SALINAS SADA,ANTONIO LEONARDO CASTAÑÓN,CARLOS MARTÍNEZ VELÁZQUEZ,LUIS ALEJANDRO SOBERÓN KURI,MIGUEL ÁNGEL NAVARRO QUINTERO,MÓNICA ASPE BERNAL,RICARDO BUCIO MUJICA,BEATRIZ EUGENIA TUMOINE MUÑOZ,JOSÉ HALABE CHEREM",4709135.0,31,0,15123010.0,158190043.0,24852997.0,0.0,0.0,261553744.0,5855321.0,0.0,0.0,data/2024/FIM030506EV2.xlsx
TRANS004784/2025,BAC141112KU2,BANCO DE ALIMENTOS DE CORDOBA AC,Organizaciones civiles y fideicomisos asistenciales,SER UN FACILITADOR EFICAZ PARA COMBATIR LA INSEGURIDAD ALIMENTARIA DE LAS COMUNIDADES Y PERSONAS DE LA ZONA DE LAS ALTAS MONTAÑAS PROCURANDO EL APROVECHAMIENTO DE LOS EXCEDENTES ALIMENTARIOS Y SIENDO PUENTE ENTRE LA ABUNDANCIA Y LA CARENCIA.,"SER UN BANCO AUTÓNOMO, CONSOLIDADO Y CONFIABLE QUE OPERE CON BASE A VALORES UNIVERSALES DE SOLIDARIDAD, SERVICIO, TRANSPARENCIA Y EFICACIA Y BRINDE SEGURIDAD ALIMENTARIA A SUS BENEFICIARIOS.",Asistenciales,1188922.7,1960386.71,35000.0,121732.14,3062577.27,2240446.19,7160208.37,0.0,0.0,"RODOLFO CORDERA PERDOMO,ANA DE LOURDES ZENTELLA DE SANTIAGO,LUCIA RIOS ALVAREZ,MARCIAL AMIEVA BALSECA,RICARDO BARREDA VAZQUEZ",0.0,13,500,1769985.47,2774659.86,0.0,5824844.700000001,2013.0,11333469.290000001,12612.71,0.0,0.0,data/2024/BAC141112KU2.xlsx
TRANS008349/2025,BAZ091005GZ7,BANCO DE ALIMENTOS DE ZAPOTLANEJO AC,Organizaciones civiles y fideicomisos asistenciales,"CONTRIBUIR, A TRAVÉS DE LA ENTREGA DE DESPENSAS, EN COMBATIR Y ERRADICAR EL HAMBRE Y LA DESNUTRICIÓN ENTRE LAS PERSONAS QUE VIVEN EN POBREZA ALIMENTARIA DE NUESTRO MUNICIPIO DE Y  MUNICIPIOS ALEDAÑOS.","AYUDAR A QUIEN MÁS LO NECESITA ACTUANDO CON DIGNIDAD, PROFESIONALISMO, HUMILDAD, CARIDAD, SERVICIO, HONESTIDAD Y TRANSPARENCIA.",Asistenciales,3077423.94,11244133.92,2269935.0,238922.69,16352570.17,2780448.15,9916864.61,0.0,0.0,"JONATHAN BECERRA NUÑO,ERÉNRIDA GARCIA LOPEZ,J. JESÚS MENDEZ CASTELLANOS,LUIS PULIDO NUÑO,LETICIA NUÑO LOPEZ,JULIAN BECERRA TORRES,JOEL ALVAREZ GARCIA",0.0,22,18,4067597.71,13810737.08,0.0,16241356.44,21510.0,23109431.000000004,817929.1399999999,0.0,0.0,data/2024/BAZ091005GZ7.xlsx
TRANS001673/2025,ATC130705IA1,ABRE TU CORAZON AC,Organizaciones civiles y fideicomisos asistenciales,"""MEJORAR LAS CONDICIONES Y DESARROLLO DE SUBSISTENCIA DE LAS PERSONAS, SECTORES, REGIONES, COMUNIDADES INDIGENAS Y GRUPOS VULNERABLES""","""APOYAR CON EL FIN DE LOGRAR MEJORES CONDICIONES DE VIDA A TRAVES DE PROGRAMAS ASISTENCIALES, DE ALIMENTACION, JORNADA MEDICO ASISTENCIALES, ORIENTACION SOCIAL Y CAPACITACION PARA EL EMPLEO""",Asistenciales,0.0,5318.0,0.0,0.0,5318.0,0.0,0.0,0.0,0.0,"EDNA JUANA LOPEZ DELGADO,ANTONIO SALVADOR LOPEZ DELGADO",0.0,0,0,0.0,0.0,0.0,0.0,0.0,1387.0,0.0,0.0,0.0,data/2024/ATC130705IA1.xlsx
TRANS010441/2025,DAV220323C51,DIGNA & VALIENTE AC,Organizaciones civiles y fideicomisos asistenciales,"BRINDA TODO EL APOYO NECESARIO A SERES HUMANOS VICTIMAS DEL ALCOHOLISMO, DROGADICCIÓN, NEUROSIS Y ENFERMEDAD EMOCIONA, QUE SIGUEN DAÑÁNDOSE A SI MISMO Y A LOS QUE LO RODEAN.","RESPONSABILIDAD, RESPETO, LIDERAZGO, CALIDAD",Asistenciales,6800.0,100839.0,0.0,0.0,107639.0,6800.0,69343.0,0.0,0.0,"ALEJANDRO CARRILLO REAL,MONICA LOURDES GUERRERO REYES,JAIME MORENO BARRERA",0.0,0,2,0.0,0.0,0.0,69343.0,16.0,0.0,0.0,0.0,0.0,data/2024/DAV220323C51.xlsx
TRANS010707/2025,LPV150630EZ9,LADRA PUERTO VALLARTA AC,Organizaciones civiles y fideicomisos ecológicos,"PROVEER CUIDADOS, HOGAR Y REHABILITACION A LOS PERROS RESCATADOS EN EL AREA DE PUERTO VALLARTA Y SUS ALREDEDORES PARA DESPUES BUSCARLES UN HOGAR",COMPROMISO A RESCATAR ANIMALES Y PODERLES OTORGAR UNA MEJOR CALIDAD DE VIDA,Ecológicos,8558.0,6928483.0,0.0,6739.0,6930302.0,484753.0,0.0,0.0,0.0,"THEODOR BORCHGREVINK  ,ANN-BRITT ELISABETH CLAESSON BORCHGREVINK",0.0,0,6,0.0,0.0,0.0,481858.0,43.0,473540.0,8318.0,0.0,0.0,data/2024/LPV150630EZ9.xlsx
TRANS011282/2025,CRV23080966A,CASA DE REPOSO VIDA Y ARMONIA AC,Organizaciones civiles y fideicomisos asistenciales,"BRINDAR ATENCION INTEGRAL, DIGNA Y DE CALIDAD A LAS PERSONAS ADULTOS MAYORES, PROMOVIENDO SU BIENESTAR FISICO, EMOCIONAL Y SOCIAL, MEDIANTE PROGRAMAS DE SALUD, RECREACION, INCLUSION Y DESARROLLO HUMANO, CON UN ENFOQUE DE RESPETO, EMPATIA Y RESPONSABILIDAD SOCIAL.","SOLIDARIDAD, INCLUSIVIDAD, DIGNIDAD, RESPETO Y OPORTUNIDADES",Asistenciales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DULCE MARISELA RAMOS SERRANO,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/CRV23080966A.xlsx
TRANS009432/2025,CHM9912175B2,SANTA MARIA GORETTI IAP,Organizaciones civiles y fideicomisos asistenciales,"SOMOS UNA INSTITUCION COMPROMETIDA CON LA SOCIEDAD SONORENSE, ENFOCADOS A APOYAR A NIÑOS, NIÑAS Y ADOLESCENTES EN ESTADO DE VULNERABILIDAD PARA MEJORAR SU CALIDAD DE VIDA Y SUS POSIBLIIDADES DE DESARROLLO INTEGRAL.","GENEROSIDAD, COMPROMISO, RESPETO, INTEGRIDAD",Asistenciales,29558.78,4659.69,0.0,189911.05,155692.58,1628904.56,0.0,0.0,0.0,"LUISA ALEJANDRA GANDARA FERNANDEZ,GERARDO GANDARA FERNANDEZ,IRMA GLORIA DE LA PUENTE AGUILAR,JAVIER FRANCISCO GANDARA FERNANDEZ",0.0,6,25,1233177.95,0.0,0.0,1666796.41,1907.0,1666796.41,22905.85,0.0,0.0,data/2024/CHM9912175B2.xlsx
TRANS000301/2025,OAX230215H62,OAXATRANS AC,Organizaciones civiles y fideicomisos de apoyo económico de donatarias autorizadas,"SOMOS UNA ORGANIZACIÓN SIN FINES DE LUCRO QUE DEFIENDE, PROMUEVE Y VISIBILIZA LOS DERECHOS HUMANOS PARA SU GARANTÍA DE LA COMUNIDAD TRANS, ACOMPAÑADO DE NIVEL PSICOLÓGICO Y JURÍDICO A TODA IDENTIDAD QUE NO SE APEGUE A LA NORMA ESTABLECIDA, ASÍ COMO TAMBIÉN FACILITAMOS INFORMACIÓN A TRAVÉS DE REDES SOCIALES, CHARLAS, TALLERES, FOROS, ENCUENTROS, GESTIONAMOS LA ATENCIÓN DIGNA CON PROFESIONISTAS INTERDISCIPLINARIOS ALIADES A TRAVÉS DE COLABORACIONES DENTRO DE TODO EL ESTADO DE OAXACA.","SER UNA ORGANIZACIÓN REFERENTE POR PARTE DE LA COMUNIDAD TRANS Y FUERA DE ELLA COMO ALIADES, PROPORCIONAR INFORMACIÓN CON HERRAMIENTAS COMUNICATIVAS Y ASÍ CONOCERNOS, RECONOCERNOS Y ABRAZAR LOS PROPIOS PROCESOS, HACIÉNDONOS VISIBLES PARA UNA VIDA DIGNA Y LIBRE DE VIOLENCIAS EN TODO EL ESTADO DE OAX",Apoyo económico de donatarias autorizadas  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AREF SANTOS BARRITA,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/OAX230215H62.xlsx
TRANS006267/2025,CGU791002JB2,CARITAS DE GUADALAJARA AC,Organizaciones civiles y fideicomisos asistenciales,PROMOVER LA CARIDAD ORGANIZADA MANIFESTANDO EL AMOR PREFERENTE DE JESUS POR LOS MAS POBRES,SER UNA INSTITUCION QUE EFECTIVAMENTE ESTE AL SERVICIO DEL DESARROLLO INTEGRAL DEL SER HUMANO COLABORANDO EN LA CREACION DEL CONJUNTO DE CONDICIONES DE LA VIDA SOCIAL QUE PERMITEN Y FAVORECEN LA CONSTRUCCION  DE UNA SOCIEDAD HUMANA Y JUSTA HACIENDO PRESENTE EL REINO DE DIOS,Asistenciales,15397785.56,3618542.74,0.0,355619.61,18660708.69,27100612.58,11264293.08,12804677.780000001,1014336.0,"JOSE DE JESUS CORTES TOME,ALEJANDRO LOPEZ LOPEZ,MAURICIO MURATALLA HERNANDEZ,EDUARDO AGUIRRE SOLIS,ESTELA GUADALUPE SANCHEZ LOPEZ,RODOLFO GUTIERREZ LEAÑO,JOSE ABRAHAM IBARRA GARIBAY,FRANCISCO DE ASIS DE LA ROSA PATRON",0.0,40,16,6856063.0,6948733.029999999,973500.0,22789273.169999998,24705.0,52676973.16,1527450.9199999997,0.0,0.0,data/2024/CGU791002JB2.xlsx
TRANS003704/2025,CRO040505DN3,CRUZ ROSA ABP,Organizaciones civiles y fideicomisos asistenciales,"APOYAR PRINCIPALMENTE A MUJERES DE ESCASOS RECURSOS DIAGNOSTICADAS CON CANCER Y A SUS FAMILIAS EN UN ALBERGUE ESPECIALIZADO DONDE SE LES BRINDA HOSPEDAJE, ALIMENTACION, ATENCION PSICOLOGICA Y DE VALORES, ADEMAS, OFRECE ACTIVIDADES RECREATIVAS, PARA QUE PUEDA AFRONTAR SU SITUACION DE MANERA POSITIVA Y CON UNA ESPERANZA DE VIDA.","",Asistenciales,40095293.0,7995452.0,67320.0,498608.0,47659457.0,19133099.0,857599.0,0.0,0.0,"MARIA MAGDALENA CHAPA GONZALEZ,EDUARDO VAZQUEZ ARROYO CARSTENS,KARLA MARIA GARZA SALINAS,CLAUDIA GABRIELA NAVARRO GARATE",0.0,37,88,9142663.0,4775934.0,0.0,20976325.0,18809.0,11833662.0,0.0,0.0,0.0,data/2024/CRO040505DN3.xlsx
TRANS001398/2025,CAI961021QN7,CAMINO ABIERTO IAP,Organizaciones civiles y fideicomisos asistenciales,IMPULSAR EL EMPODERAMIENTO DE LA MUJER VULNERABLE Y SU SUSTENTABILIDAD A TRAVÉS DE LA CAPACITACIÓN.,"HONESTIDAD, TRANSPARENCIA, INTEGRIDAD E INCLUSIÓN",Asistenciales,3086025.0,7526713.0,3800000.0,12789.0,14399949.0,132658.0,0.0,0.0,0.0,"LUZ MARIA OSUNA DELGADO,JOSE JAIME TOSCANO AMEZCUA,MARIE SHANTAL THERESE AUBERT DE LA PARRA,LUISA REGINA MARTINEZ LEAL,SANTIAGO HERNANDEZ OSUNA",0.0,0,6,0.0,0.0,0.0,34756.7,237.0,97341.0,0.0,0.0,0.0,data/2024/CAI961021QN7.xlsx
TRANS005976/2025,EEC970905LJ8,FUNDACION UVM SC,Organizaciones civiles y fideicomisos de apoyo económico de donatarias autorizadas,"LA FUNDACIÓN UVM, S.C. ES UNA ORGANIZACIÓN SIN ÁNIMO DE LUCRO DEBIDAMENTE CONSTITUIDA Y ORGANIZADA DE CONFORMIDAD CON LAS LEYES DE LOS ESTADOS UNIDOS MEXICANOS, CUYA MISIÓN ES APOYAR ALUMNOS DESTACADOS QUE POR SUS CARACTERÍSTICAS ECONÓMICAS O SOCIALES REQUIERAN DE UNA BECA PARA PODER INICIAR O CONCLUIR CON SUS ESTUDIOS.",FORTALECIMIENTO DEL AMOR SINCERO A LA PATRIA Y EL RESPETO A LAS DEMÁS NACIONALIDADES CON UN OBJETIVO DE CONVIVENCIA INTERNACIONAL.,Apoyo económico de donatarias autorizadas  ,282156.0,0.0,0.0,393730.0,111574.0,0.0,0.0,0.0,0.0,"LEM HOLDCO S DE RL DE CV,UNIVERSIDAD DEL VALLE DE MEXICO SC",0.0,0,0,0.0,0.0,101300.0,0.0,0.0,9161.0,169264.0,0.0,0.0,data/2024/EEC970905LJ8.xlsx
TRANS001927/2025,PAS830414D96,EL POBRECILLO DE ASIS IAP,Organizaciones civiles y fideicomisos asistenciales,"BRINDAR UN HOGAR A NIÑOS QUE VIVEN EN SITUACIÓN DE DESAMPARO, ABANDONO, ORFANDAD Y RIESGO SOCIAL EN CIUDAD NEZAHUALCÓYOTL; OTORGÁNDOLES A TRAVÉS DE UN PROGRAMA DE APOYO INTEGRAL EDUCATIVO, ESPIRITUAL, PSICOLÓGICO, DE ALIMENTACIÓN, MÉDICO, RECREATIVO, CULTURAL, ARTÍSTICO, DEPORTIVO Y FAMILIAR, ELEMENTOS Y HERRAMIENTAS PARA UN ADECUADO DESARROLLO FÍSICO E INTELECTUAL.","AMOR, DIGNIDAD, FRATERNIDAD, RESPONSABILIDAD, HONESTIDAD, SOLIDARIDAD Y JUSTICIA",Asistenciales,7022.08,5764844.68,0.0,3565108.06,2206758.7,158925.0,238510.56,0.0,0.0,"JORGE LUIS PEREZ LERMA,FERNANDO NAJERA CONTRERAS,ALBA GARRIDO LICONA,MARIO BANDA RUIZ,FERNANDO CERON RAMIREZ",0.0,4,0,541202.32,0.0,0.0,397435.56,45.0,610323.6200000001,10880.779999999999,0.0,0.0,data/2024/PAS830414D96.xlsx
TRANS009398/2025,PCM981123S58,PATRONATO CATEDRAL MAZATLAN AC,Organizaciones civiles y fideicomisos culturales,LA RESTAURACION Y CONSERVACION DE LA PARROQUIA BASILICA DE LA INMACULADA CONCEPCION,"MANTENER, CONSERVAR Y RESTAURAR EL TEMPLO DE LA PARROQUIA CATEDRAL EN PERFECTAS CONDICIONES",Culturales,50000.0,0.0,0.0,0.0,50000.0,266011.0,0.0,0.0,0.0,"JESUS RICARDO GONZALEZ SOLORZANO,MELESIO GAXIOLA ZAMORA,MIGUEL VALADES TOLEDO",0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2493174.0,0.0,0.0,data/2024/PCM981123S58.xlsx
TRANS002804/2025,CCA220330NP0,CAPTURAR CARBONO AC,Organizaciones civiles y fideicomisos asistenciales,"SOMOS UNA ORGANIZACIÓN DE LA SOCIEDAD CIVIL, QUE CONTRIBUYE A LA CONSERVACIÓN Y MANEJO SOSTENIBLE DE LOS RECURSOS NATURALES, PARA ENFRENTAR EL CAMBIO CLIMÁTICO, A TRAVÉS DE LA PARTICIPACIÓN, EJECUCIÓN Y ADMINISTRACIÓN DE PROYECTOS ESTRATÉGICOS DE DESARROLLO AMBIENTAL EN EL ÁMBITO LOCAL, NACIONAL E INTERNACIONAL","VALENTIA, INTEGRIDAD,RESPETO,COLABORACION, AMOR A LA NATURALEZA",Asistenciales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HORACIO JARAMILLO PLATA,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/CCA220330NP0.xlsx
